,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
2277,Sangita Maternity Surgical & Diagnostic Centre,"Andheri West, Mumbai",11.0,15.0
2278,FourCare Hospital,"Vileparle East, Mumbai",1.0,6.0
2279,Aarti Chetraj Khadka Nursing Home,"Bhandup West, Mumbai",9.0,
2280,Belle Vue Nursing Home,"Andheri West, Mumbai",2.0,25.0
2281,Gupta Nursing Home,"Malad West, Mumbai",4.0,
2282,Datt Maternity & Surgical Home,"Goregaon West, Mumbai",1.0,15.0
2283,Rathod Orthopaedic Hospital,"Borivali West, Mumbai",5.0,5.0
2284,Prime Hospital - Malad West,"Marve, Mumbai",5.0,15.0
2285,Shree Sai Clinic & Late Parvati Shankar Rao Chavan Memorial Hospital,"Goregaon West, Mumbai",11.0,
2286,Saidhan Hospital ICCU & Eye Care,"Mulund East, Mumbai",7.0,
2287,Sai Hospital,"Chembur, Mumbai",1.0,
2288,J P Hospital,"Andheri East, Mumbai",1.0,
2289,Universal Eye Clinic,"Wadala, Mumbai",2.0,2.0
2290,Roshni Eye Hospital,"Andheri West, Mumbai",3.0,
2291,Sai Hospital-Thane,"Mulund, Mumbai",17.0,25.0
2292,Mohit Hospital,"Borivali East, Mumbai",1.0,25.0
2293,Sai Lee Hospital,"Borivali, Mumbai",5.0,
2294,Laxmi Maternity Home,"Chembur, Mumbai",9.0,
2295,Modi Hospital ,"Mulund, Mumbai",11.0,25.0
2296,St Mary Hospital,"Malad East, Mumbai",2.0,
2297,Life Care Hospital,"LBS Marg, Mumbai",1.0,
2298,Shiv Om Hospital,"Mira Road, Mumbai",1.0,20.0
2299,Bhavna Maternity & Nursing Home,"Ghatkopar West, Mumbai",3.0,5.0
2300,Shreeji Kripa Nursing Home,"Borivali, Mumbai",3.0,8.0
2301,Shree Siddhivinayak Urology & Multispeciality Hospital,"Dombivli East, Mumbai",2.0,
2302,Atullok Hospital,"Vikhroli East, Mumbai",1.0,15.0
2303,Unique Hospital,"Andheri West, Mumbai",1.0,15.0
2304,Babasaheb Gawde Hospital,"Vileparle East, Mumbai",9.0,65.0
2305,Cansure Centre,"Mulund West, Mumbai",2.0,17.0
2306,The Vein Center - Sushrut Hospital,"Andheri East, Mumbai",2.0,5.0
2307,Nayak Medicare - Nursing Home,"Chembur East, Mumbai",13.0,
2308,M S Maternity & General Hospital ,"Bhandup West, Mumbai",7.0,
2309,R.G Stone Hospital,"Mulund West, Mumbai",3.0,
2310,Dr Shah's Garbhasanskar Hospital,"Dadar, Mumbai",2.0,6.0
2311,Lotus Multispecialty Hospital,"Borivali West, Mumbai",2.0,25.0
2312,Parel Midtown Imaging Hospital,"Parel, Mumbai",1.0,
2313,Smt Sushilaben R Mehta & Sir Kikabhai Hospital,"Sion, Mumbai",13.0,
2314,Noble Hospital,"Ghatkopar West, Mumbai",5.0,
2315,Regent Hospital,"Mira Road, Mumbai",1.0,50.0
2316,Powai Polyclinic Hospital,"Powai, Mumbai",26.0,
2317,Jain ENT Hospital,"Mira Road, Mumbai",16.0,
2318,Phoenix Hospital,"Borivali West, Mumbai",5.0,
2319,Nirmala Hospital,"Mahalaxmi, Mumbai",2.0,27.0
2320,Dr. Gujar's Maternity and Surgical Hospital,"Mulund East, Mumbai",2.0,8.0
2321,"Dept. Of Advance Physiotherapy & Sports Rehab, Saifee Hospital","Borivali West, Mumbai",1.0,
2322,Riddhi Vinayak Hospital,"Malad West, Mumbai",2.0,60.0
2323,Marve Nursing Home,"Malad West, Mumbai",2.0,15.0
2324,Shruti Nursing Home,"Bandra, Mumbai",1.0,11.0
2325,Lotus Multi Speciality Hospital,"Bhandup West, Mumbai",1.0,15.0
2326,Harish Nursing Home,"Lower Parel, Mumbai",5.0,9.0
2327,Asmira Hospital,"Sakinaka, Mumbai",3.0,10.0
2328,Lakshmi Nursing Home,"Mulund West, Mumbai",5.0,18.0
2329,Riddhi Nursing Home,"Borivali West, Mumbai",76.0,8.0
2330,Gayatri Maternity & General Nursing Home,"Goregaon East, Mumbai",2.0,
2331,Matushree Hospital,"Kandivali West, Mumbai",54.0,14.0
2332,Thunga Hospital,"Malad West, Mumbai",1.0,140.0
2333,Yashada Maternity & Surgical Home  ,"Goregaon East, Mumbai",3.0,18.0
2334,Kohinoor Hospital,"Kurla West, Mumbai",9.0,
2335,Oyster Hospital,"Goregaon West, Mumbai",14.0,
2336,Apollo Spectra Hospitals,"Tardeo, Mumbai",2.0,50.0
2337,Namaha Healthcare,"Kandivali West, Mumbai",1.0,60.0
2338,Womens Hospital,"Andheri West, Mumbai",1.0,12.0
2339,Zen Multispeciality Hospital,"Chembur, Mumbai",1.0,110.0
2340,Cumballa Hill Hospital and Heart Institute,"Kemps Corner, Mumbai",8.0,51.0
2341,Asian Cancer Institute,"Sion East, Mumbai",6.0,80.0
2342,Hope The Nursing Home,"Grant Road, Mumbai",3.0,18.0
2343,Seema Multispeciality Hospital,"Nalasopara West, Mumbai",1.0,30.0
2344,Bhavsar Nursing Home & ICCU,"Bhandup West, Mumbai",3.0,25.0
2345,Aastha Maternity & Surgical Nursing Home,"Lal baug, Mumbai",1.0,10.0
2346,Zynova Heart Hospital,"Ghatkopar West, Mumbai",1.0,25.0
2347,Sharan Hospital,"Ghatkopar West, Mumbai",16.0,
2348,Priyank Nursing Home,"Prabhadevi, Mumbai",5.0,7.0
2349,Agarwal Children Hospital,"Bandra East, Mumbai",1.0,
2350,Sneha Hospital,"Bhayandar East, Mumbai",11.0,11.0
2351,Aasha  Fertility Centre,"Borivali West, Mumbai",1.0,12.0
2352,Take Care Hospital,"Mira Road, Mumbai",2.0,
2353,Cloudnine Clinic,"Andheri West, Mumbai",1.0,100.0
2354,Chandorkar Hospital,"Borivali, Mumbai",1.0,6.0
2355,Mangal Murti Hospital,"Borivali West, Mumbai",15.0,30.0
2356,World Gastroenterology Institute,"Andheri West, Mumbai",2.0,30.0
2357,Jogeshwari Hospital,"Jogeshwari West, Mumbai",1.0,14.0
2358,Jayashree Nurshing Home,"Kandivali West, Mumbai",6.0,10.0
2359,Lion Kartar Singh Hospital,"Andheri West, Mumbai",2.0,20.0
2360,Sunita hospital,"Andheri East, Mumbai",1.0,
2361,Lifecare Hospital,"Kandivali East, Mumbai",2.0,18.0
2362,Sai Hospital,"Antop Hill, Mumbai",1.0,25.0
2363,Ruby Hospital,"Jogeshwari West, Mumbai",1.0,26.0
2364,Sai Ganga Hospital,"Bhayandar East, Mumbai",1.0,20.0
2365,Globus Hospital,"Nalasopara East, Mumbai",1.0,23.0
2366,Nova IVI Fertility,"Chembur, Mumbai",1.0,
2367,Ramlok ENT Hospital,"Bhayandar West, Mumbai",1.0,20.0
2368,Arth Hospital,"Nalasopara East, Mumbai",1.0,20.0
2369,Dr. Sherekar's Hospital,"Santacruz, Mumbai",1.0,10.0
2370,Antop Hill Hospital,"Antop Hill, Mumbai",2.0,10.0
2371,Sanjeevani Maternity,"Mira Road, Mumbai",4.0,10.0
2372,Mannat Hospital,"Govandi, Mumbai",1.0,18.0
2373,Ayush Hospital,"Kandivali, Mumbai",1.0,13.0
2374,Patni Hospital,"Goregaon, Mumbai",1.0,15.0
2375,Amey Surgical Nursing Home,"Kanjurmarg, Mumbai",4.0,9.0
2376,Atharva Hospital,"Kandivali East, Mumbai",1.0,15.0
2377,Apex Hospital,"Govandi, Mumbai",1.0,10.0
2378,JAI DEVI NURSING HOME,"Nalasopara East, Mumbai",1.0,15.0
2379,Sahara Nursing Home,"Govandi, Mumbai",5.0,12.0
2380,KLS Memorial Hospital,"Vileparle West, Mumbai",1.0,5.0
2381,Jupiter Hospital & Diagnostic Centre,"Trombay, Mumbai",2.0,
2382,Mahavir Nursing Home,"Govandi, Mumbai",1.0,20.0
2383,Santrupti Hospital And Maternity Care,"Chunabhatti, Mumbai",3.0,8.0
2384,Seven Star Multispeciality Hospital,"Kandivali East, Mumbai",2.0,100.0
2385,Sarodev Hospital,"Kandivali East, Mumbai",5.0,10.0
2386,Siddhivinayak Hospital,"Kandivali East, Mumbai",2.0,6.0
2387,"Jagannath Maternity, Surgical & General Hospital","Govandi, Mumbai",1.0,20.0
2388,Dr. Das Hospital & ICCU,"Chembur East, Mumbai",9.0,45.0
2389,Le Nest Hospital,"Malad West, Mumbai",2.0,15.0
2390,Prime Hospital,"Goregaon East, Mumbai",2.0,10.0
2391,V Care Hospital and ICU,"Kurla East, Mumbai",5.0,17.0
2392,SHREEDHAR HOSPITAL,"Dadar, Mumbai",2.0,6.0
2393,Central Hospital,"Sakinaka, Mumbai",11.0,20.0
2394,Global Nursing Home,"Ghatkopar, Mumbai",1.0,30.0
2395,Dr Tambe's Children Hospital,"Vikhroli East, Mumbai",17.0,9.0
2396,Govandi Nursing Home,"Govandi, Mumbai",1.0,12.0
2397,Amrut Nursing Home,"Ghatkopar West, Mumbai",1.0,15.0
2398,SRV Hospital,"Goregaon West, Mumbai",5.0,45.0
2399,Shobhana Hospital,"Bhayandar East, Mumbai",1.0,11.0
2400,Rane Hospital,"Chembur, Mumbai",2.0,
2401,Aryan Hospital,"Kurla East, Mumbai",1.0,
2402,Agarwal Nursing Home,"Bandra West, Mumbai",1.0,9.0
2403,St Elizabeth's Hospital,"Malabar Hill, Mumbai",1.0,
2404,Sahu Eye Hospital,"Malad West, Mumbai",1.0,
2405,Eye Life,"Khar West, Mumbai",7.0,
2406,Al-Hasan Children Hospital,"Nalasopara West, Mumbai",2.0,13.0
2407,Sri Siddhivinayak Hospital & Research Centre,"Mira Road, Mumbai",1.0,
2408,Saraswati Hospital,"Kandivali East, Mumbai",2.0,
2409,Shastri Nursing Home,"Santacruz East, Mumbai",1.0,15.0
2410, Saraswati Hospital,"Malad West, Mumbai",2.0,
2411,Sadhu Kamal Eye Hospital,"Lamington Road, Mumbai",1.0,2.0
2412,Surlata Hospital Foetal Medicine Consultancy Services,"Mahim, Mumbai",1.0,
2413,Dr. Patel Nursing Home,"Andheri West, Mumbai",21.0,
2414,Small And Exotic Animal Hospital,"Kandivali West, Mumbai",1.0,
2415,Paramount Hospital,"Andheri East, Mumbai",2.0,
2416,Desai Hospital & Maternity Centre,"Dadar West, Mumbai",2.0,10.0
2417,Nair Hospital,"Dadar East, Mumbai",2.0,
2418,Shanti Nursing Home,"Vikhroli, Mumbai",1.0,
2419,Pramukhswami Eye Hospital,"Chunabhatti, Mumbai",15.0,
2420,Saidhan Eye Hospital ,"Mulund East, Mumbai",1.0,4.0
2421, Braham Sabha Hospital,"Girgaon, Mumbai",1.0,
2422,Atharva Hospital & Research Center,"Sion East, Mumbai",1.0,20.0
2423,Durga Nursing Home,"Andheri East, Mumbai",2.0,16.0
2424,Orbit Eye Hospital,"Jogeshwari, Mumbai",4.0,25.0
2425,Punamiya Hospital,"Dadar West, Mumbai",10.0,
2426,Tara Neo-Surg hospital,"Ghatkopar East, Mumbai",2.0,
2427,Prakash Nursing Home,"Nalasopara West, Mumbai",1.0,14.0
2428,Balaji Hospital,"Andheri East, Mumbai",4.0,
2429,Tate Hospital,"Nalasopara West, Mumbai",1.0,
2430,Savant Hospital Maternity & Nursing Home,"Jogeshwari, Mumbai",1.0,
2431,Ashirwad Childrens & Surgical Hospital & ICU,"Andheri, Mumbai",1.0,
2432,Dentline,"Gamdevi, Mumbai",7.0,
2433,Siddhant Children's hospital,"Kandivali East, Mumbai",1.0,
2434,Sai Aashirwad Hospital,"Bhayandar East, Mumbai",1.0,
2435,Suryakiran Multispecialty Hospital,"Kandivali East, Mumbai",8.0,
2436,Dr. Karvir's Pruthvi Hospital & Endoscopy Center,"Palghar, Mumbai",1.0,10.0
2437,Brahma Kumaris' Global Hospital and Research Center,"Andheri West, Mumbai",1.0,20.0
2438,Dhanwantary Hospital and ICU,"Mulund West, Mumbai",1.0,
2439,Pearl Hospital,"Borivali West, Mumbai",1.0,
2440,Puranik Hospital,"Malad West, Mumbai",1.0,10.0
2441,Dr. Praful Lokhande's Shantiniketan Hospital,"Ghatkopar West, Mumbai",1.0,50.0
2442,Dr. Dragos Lifeline Hospital,"Mira Road, Mumbai",2.0,
2443,Krishnadeep Hospital,"Nalasopara West, Mumbai",1.0,4.0
2444,Aadarsh Nursing Home,"Ghatkopar West, Mumbai",6.0,20.0
2445,Gayatri Maternity & General Nursing Home- Malad East,"Goregaon East, Mumbai",7.0,
2446,Shree ENT Nursing Home,"Vileparle East, Mumbai",1.0,5.0
2447,Dr. Dipti's physiotherapy centre,"Mira Road, Mumbai",3.0,20.0
2448,Dr. Palep Priyank Nursing Home,"Prabhadevi, Mumbai",2.0,
2449,Aditya Hospital,"Ghatkopar West, Mumbai",1.0,
2450,Rushabh Eye Hospital & Laser Centre Pvt. Ltd.,"Chembur, Mumbai",1.0,10.0
2451,Mahavir Medical Research Centre,"Khar West, Mumbai",2.0,25.0
2452,Dr. Vaidya Eye Hospital,"Andheri West, Mumbai",4.0,20.0
2453,Disha Hospital,"Ghatkopar West, Mumbai",3.0,5.0
2454,L C Manek Polyclinic And Nursing Home,"Chembur East, Mumbai",1.0,11.0
2455,Aashirwad Hospital,"Andheri West, Mumbai",1.0,6.0
2456,Dr. Gandhi Nursing Home,"Dadar, Mumbai",1.0,15.0
2457,Ashwini Hospital,"Mulund West, Mumbai",1.0,
2458,Lotus hospital,"Govandi, Mumbai",1.0,18.0
2459,"Dental Dept., S L Raheja (a Fortis Associate) Hospital","Mahim, Mumbai",1.0,
2460,Pooja Hospital,"Goregaon, Mumbai",1.0,
2461,Microcare Hospital,"Wadala, Mumbai",1.0,
2462,Mandar Nursing Home,"Bandra West, Mumbai",1.0,9.0
2463,Sports Med Hospital,"Parel, Mumbai",1.0,
2464,Dr. Gupte Surgical Hospital,"Khar West, Mumbai",1.0,
2465,Vikas Nursing Home,"Govandi, Mumbai",1.0,21.0
2466,Surana Hospital And Research Center,"Malad West, Mumbai",4.0,
2467,Sadguru Hospital,"Goregaon West, Mumbai",1.0,15.0
2468,Aryan Hospital & ICU,"Mazgaon, Mumbai",1.0,
2469,Om Shanti Nursing Home,"Vikhroli East, Mumbai",1.0,7.0
2470,Shree Siddhivinayak Hospital,"Bhayandar East, Mumbai",1.0,
2471,KLS Hospital,"Vileparle West, Mumbai",1.0,
2472,CEDS Eye Hospital,"Bandra West, Mumbai",3.0,4.0
2473,Dr. Kulin Shah's Clinic,"Ghatkopar East, Mumbai",1.0,
2474,Dr. Chhabildas Sanghvi Eye Hospital & Medical Centre,"Malad West, Mumbai",1.0,
2475,Manav Dental Hospital,"Kurla East, Mumbai",1.0,
2476,Sahu Eye Hospital,"Kandivali West, Mumbai",3.0,
2477,Pratik Hospital & Maternity Home,"Kandivali West, Mumbai",2.0,
2478,Bhojraj Chanrai Sankara Eye Hospital,"Malad West, Mumbai",1.0,
2479,Amplifon - Borivali,"Borivali West, Mumbai",1.0,
2480,MIB Hospital ,"Borivali West, Mumbai",1.0,
2481,Shah Life Line Hospital,"Mira Road, Mumbai",1.0,
2482,Samadhan Hospital,"Sion West, Mumbai",3.0,4.0
2483,Dr. Pukale Maternity and Nursing Home,"Bhandup West, Mumbai",1.0,9.0
2484,Lion Hospital,"Dahisar, Mumbai",1.0,
2485,Bakson's Homoeopathic Centre for Allergy,"Mulund, Mumbai",1.0,
2486,SRCC Children's Hospital,"Worli, Mumbai",1.0,
2487,Dr. Kulkarni Hospital & Intensive Care Unit,"Jogeshwari East, Mumbai",1.0,
2488,MM Hospital,"Borivali West, Mumbai",1.0,
2489,Advanced Multispeciality Hospitals,"Vileparle West, Mumbai",3.0,
2490,Life Line Medicare Hospital Pvt.Ltd,"Kandivali East, Mumbai",1.0,
2491,Bhatia Hospital,"Grant Road, Mumbai",1.0,
2492,Shree Surgical and General Nursing Home,"Vileparle East, Mumbai",1.0,8.0
2493,Dr. J. M. Purandare Hospital,"Shivaji Park, Mumbai",1.0,20.0
2494,Shalom Hospital,"Bhayandar East, Mumbai",1.0,
2495,Prathamesh Maternity & Nursing Home,"Bandra East, Mumbai",1.0,
2496,Gita Dental Hospital ,"Bhayandar East, Mumbai",1.0,
2497,Sanjeevani Hospital,"Andheri East, Mumbai",1.0,
2498,"Dr Ashvith Shetty's Clinic, Hiranandani hospital","Powai, Mumbai",1.0,240.0
2499,R K Hospital,"Santacruz East, Mumbai",1.0,
2500,Orbit Hospital,"Mulund East, Mumbai",1.0,12.0
2501,Mahavir Orthopaedic & Gerneral Hospital,"Mulund, Mumbai",1.0,
2502,Surya Hospital,"Santacruz, Mumbai",2.0,
2503,Gayatri Hospital,"Goregaon East, Mumbai",1.0,
2504,Sai Hospital,"Sion, Mumbai",1.0,
2505,Sujay Hospital And Research Center,"Juhu, Mumbai",1.0,30.0
2506,Motiben Delvi Hospital,"Grant Road, Mumbai",3.0,
2507,Vivek Nursing Home,"Ghatkopar West, Mumbai",1.0,20.0
2508,Surya Hospital,"Andheri, Mumbai",1.0,15.0
2509,Aastha Hospital,"Kandivali West, Mumbai",1.0,
2510,Motiben Dalvi Hospital Pvt OPD,"Malabar Hill, Mumbai",1.0,
2511,Dr. Kapadia's Maternity and General Hospital,"Malad, Mumbai",1.0,12.0
2512,Noor Hospital,"Govandi, Mumbai",2.0,
2513,VN Desai Municipal General Hospital,"Santacruz East, Mumbai",2.0,
2514,Hira Surgical Nursing Home,"Goregaon East, Mumbai",1.0,7.0
2515,Ashirwad Criticalcare Hospital,"Mulund West, Mumbai",1.0,
2516,Care Hospital,"Kurla, Mumbai",1.0,
2517,Atlantis Hospital,"Malad West, Mumbai",1.0,
2518,Khushi Maternity & Nursing Home,"Goregaon East, Mumbai",1.0,9.0
2519,Kumar Clinic,"Khar West, Mumbai",1.0,
2520,Dhanvantari Hospital,"Andheri West, Mumbai",1.0,12.0
2521,Apex Hospital,"Borivali West, Mumbai",4.0,5.0
2522,Vsudha Hospital,"Goregaon East, Mumbai",1.0,
2523,Sai Hospital,"Chembur East, Mumbai",1.0,
2524,spandan hospital,"Mulund East, Mumbai",1.0,
2525,Amplifon - Andheri West,"Andheri West, Mumbai",1.0,
2526,BSES Global Hospital,"Andheri West, Mumbai",1.0,
2527,Atlantis Max Hospital,"Kandivali West, Mumbai",1.0,
2528,Pramukh Swami Eye Hospital,"Matunga, Mumbai",1.0,25.0
2529,Cikale Hospital,"Mahim, Mumbai",1.0,
2530,Raj Hospital,"Mulund, Mumbai",1.0,
2531,Surya Hospital,"Andheri West, Mumbai",1.0,
2532,Sir J J Group of Hospitals and Grant Medical College,"Nagpada, Mumbai",1.0,
2533,Balgi Hospital,"Andheri West, Mumbai",1.0,
2534,Purandare Hospital,"Girgaon, Mumbai",1.0,
2535,RG Stone Urology & Laparoscopy Hospital,"Andheri West, Mumbai",2.0,
2536,Gayathri Hospital (Spine And Pain Medicine),"Mira Road, Mumbai",1.0,
2537,Kaveri Hospital,"Andheri East, Mumbai",1.0,
2538,Dr. Varsha Parekh Maternity & Surgical Hospital,"Chembur East, Mumbai",1.0,17.0
2539,Bhayander Criticare Hospital,"Bhayandar East, Mumbai",1.0,35.0
2540,Mangalmurti Hospital,"Bhayandar East, Mumbai",1.0,15.0
2541,City Hospital,"Jogeshwari West, Mumbai",1.0,20.0
2542,Sai Siddhi Hospital,"Kandivali East, Mumbai",1.0,
2543,Life Hospital,"Govandi, Mumbai",1.0,
2544,Jai Hind Hospital,"Chembur, Mumbai",1.0,
2545,Punamiya Hospital,"Dadar West, Mumbai",7.0,20.0
2546,Jeevan Jyoti hospital,"Govandi, Mumbai",2.0,
2547,Ribha Nursing and Maternity Home,"Andheri West, Mumbai",10.0,5.0
2548,Advanced Multispeciality Hospital,"Vileparle, Mumbai",1.0,
2549,B.S.E.S. Hospital,"Andheri West, Mumbai",2.0,
2550,Platinum Hospital,"Mumbai, Mumbai",26.0,
2551,r k hospital,"Santacruz, Mumbai",31.0,
2552,Lifeline Multi Speciality Hospital,"Gota, Ahmedabad",21.0,20.0
2553,Columbia Asia Hospital,"Thaltej, Ahmedabad",16.0,
2554,Sanjivani Super Speciality Hospital,"Vastrapur, Ahmedabad",13.0,
2555,Swaram ENT Hospital,"Ghatlodia, Ahmedabad",1.0,
2556,Shilp Hospital,"Paldi, Ahmedabad",6.0,10.0
2557,Anand Multi Speciality Hospitals Pvt. Ltd.,"Shahibag, Ahmedabad",2.0,
2558,Dr. Jivraj Mehta Smarak Health Foundation,"Vasna, Ahmedabad",12.0,220.0
2559,Shubham Superspeciality Hospital,"Naranpura Vistar, Ahmedabad",10.0,
2560,HCG Multi Specialty Hospital,"Ellisbridge, Ahmedabad",22.0,
2561,Adwait ICU And Multispeciality Hospital,"Bopal, Ahmedabad",3.0,
2562,Jayyush Hospital,"Ghatlodia, Ahmedabad",2.0,
2563,Akshar Hospital ,"Vejalpur, Ahmedabad",16.0,
2564,Aarsh Children's Orthopedic Hospital,"Satellite, Ahmedabad",1.0,
2565,Parimal Hospital,"Maninagar, Ahmedabad",1.0,
2566,Uma Multispeciality Hospital,"Naroda, Ahmedabad",1.0,18.0
2567,Sterling Hospital,"Memnagar, Ahmedabad",16.0,
2568,Rajasthan Hospitals,"Shahibag, Ahmedabad",8.0,
2569,Samvedana Psychiatric Hospital & Research Institute,"Ashram Road, Ahmedabad",1.0,
2570,Shreeji Orthopaedic & ENT Hospital,"Gurukul Road, Ahmedabad",2.0,
2571,Zydus Hospital,"Thaltej, Ahmedabad",10.0,550.0
2572,Smt. Shobhadevi Ent Hospital,"Naroda Road, Ahmedabad",2.0,
2573,Akshar Multispeciality Hospital,"Vastral, Ahmedabad",1.0,15.0
2574,Swari ENT Hospital,"Gandhi Ashram, Ahmedabad",6.0,
2575,CIMS Hospital,"Sola, Ahmedabad",1.0,372.0
2576,Parekha Hospital,"Satellite Road, Ahmedabad",2.0,
2577,Vraj Psychiatry Hospital,"Sabarmati, Ahmedabad",2.0,5.0
2578,OHM Hospital,"Ghatlodia, Ahmedabad",2.0,
2579,Shri Mahavir Mutispeciality Hospital,"Sola, Ahmedabad",2.0,
2580,Cutis Hospital,"Ghatlodia, Ahmedabad",1.0,14.0
2581,Jagmohan Hospital,"Navrangpura, Ahmedabad",1.0,
2582,BAPS Yogiji Maharaj Hospital,"Shahibag, Ahmedabad",1.0,
2583,Tulip Womens Hospital,"Satellite, Ahmedabad",2.0,
2584,Vismay Childcare Hospital,"Satellite, Ahmedabad",3.0,
2585,Prabhujyot Hospital And Surgical Institute,"Paldi, Ahmedabad",3.0,
2586,Nova IVI Fertility,"Navrangpura, Ahmedabad",1.0,15.0
2587,Kotdawala Hospital & Dental Clinic,"Navrangpura, Ahmedabad",2.0,
2588,Saviour Hospital,"Navrangpura, Ahmedabad",1.0,
2589,Anand Surgical Hospital,"Naroda, Ahmedabad",1.0,
2590,Shashwat Chidren Hospital,"Chandkheda, Ahmedabad",1.0,
2591,Apollo Hospital,"Ahmedabad, Ahmedabad",1.0,
2592,Apollo Hospitals,"Bhat, Ahmedabad",1.0,
2593,M B Patel Hospital,"Vastral, Ahmedabad",1.0,
2594,Devasya Kidney Hospital,"Nava Vadaj, Ahmedabad",1.0,50.0
2595,Parekh Fracture & Orthopaedic Hospital,"Paldi, Ahmedabad",2.0,
2596,Shreyas Multispeciality Dental Hospital,"Naranpura Vistar, Ahmedabad",1.0,
2597,Patel ENT Hospital,"Ctm Char Rasta, Ahmedabad",1.0,
2598,Babycare Hospital,"Thaltej, Ahmedabad",1.0,
2599,Shree Eye and Dental Hospital,"Sola, Ahmedabad",1.0,
2600,Wellspring IVF & Women's Hospital,"Satellite, Ahmedabad",1.0,
2601,Shrey Hospital,"Navrangpura, Ahmedabad",1.0,
2602,Sudarshan Eye Hospital,"Bopal, Ahmedabad",2.0,
2603,Karunesh Neuro & Spine Surgical Hospital,"Bapunagar, Ahmedabad",1.0,10.0
2604,Krishna Shalby Hospital,"Bopal, Ahmedabad",1.0,
2605,Ahmedabad Piles Fistula Hospital,"Paldi, Ahmedabad",1.0,10.0
2606,Shalin Eye Care Hospital,"Stadium Marg, Ahmedabad",1.0,
2607,Jani Women's Hospital,"Navrangpura, Ahmedabad",1.0,
2608,Navkar ENT Hospital,"Paldi, Ahmedabad",1.0,5.0
2609,CIMS Cancer Centre,"Sola, Ahmedabad",2.0,
2610,Navkar Hospital,"Bopal, Ahmedabad",1.0,
2611,"Aarna Super Speciality Hospital,","Paldi, Ahmedabad",1.0,
2612,Narayana Multispeciality Hospital,"Rakhial, Ahmedabad",1.0,
2613,Chintan Hospital,"Bopal, Ahmedabad",1.0,
2614,Sterling Hospital Obgyn Dept/ Shraddha Hospital,"Satellite, Ahmedabad",1.0,
2615,Shree Sai Children Hospital,"Chandkheda, Ahmedabad",1.0,
2616,Aayush Surgical Hospital,"Gurukul Road, Ahmedabad",2.0,
2617,Aahna Eye Care Hospital,"Sabarmati, Ahmedabad",1.0,
2618,Sal Hospital,"Thaltej, Ahmedabad",3.0,
2619,Parekh Hospital,"Satellite, Ahmedabad",7.0,
2620,Ashish Child Hospital,"Ellisbridge, Ahmedabad",1.0,
2621,Sola General hospital,"Sola, Ahmedabad",2.0,
2622,Relief Surgical Hospital,"Ahmedabad, Ahmedabad",1.0,
2623,Kaizen Hospital,"Memnagar, Ahmedabad",2.0,
2624,Sterling Hospital Obgyn Dept/ Shraddha Hospital,"Satellite, Ahmedabad",1.0,
2625,Shree Sai Children Hospital,"Chandkheda, Ahmedabad",1.0,
2626,Aayush Surgical Hospital,"Gurukul Road, Ahmedabad",2.0,
2627,Aahna Eye Care Hospital,"Sabarmati, Ahmedabad",1.0,
2628,Sal Hospital,"Thaltej, Ahmedabad",2.0,
2629,Parekh Hospital,"Satellite, Ahmedabad",1.0,
2630,Ashish Child Hospital,"Ellisbridge, Ahmedabad",1.0,
2631,Sola General hospital,"Sola, Ahmedabad",1.0,
2632,Naveli Bariatric & Laproscopy and Maternity Hospital,"Bhatar, Surat",1.0,
2633,Udhna Hospital Pvt. Ltd.,"Udhna, Surat",1.0,40.0
2634,Kidney Care Superspeciality Urology Hospital,"Adajan Dn, Surat",1.0,
2635,Vatsalya Hospital,"Parvat, Surat",1.0,24.0
2636,Nandanvan Surgical Hospital,"Varachha Road, Surat",1.0,15.0
2637,Shruti ENT Hospital,"Udhna, Surat",1.0,
2638,Pahal Kidney Hospital,"Laldarwaja, Surat",1.0,
2639,Sharvi Medical Hospital,"Adajan Dn, Surat",2.0,
2640,Aamanya Hospital,"Adajan Dn, Surat",2.0,15.0
2641,Matruvarsha Hospital,"Mandvi SR, Surat",2.0,15.0
2642,Foram Hospital,"Rander, Surat",1.0,16.0
2643,Shreeji Clinic & Nursing Home,"Sachin, Surat",1.0,15.0
2644,Welcare Hospital,"Palanpur Nd, Surat",1.0,15.0
2645,Harihar E.N.T Hospital,"Majura Gate, Surat",1.0,
2646,Aditya Hospital,"Katargam, Surat",1.0,
2647,Sriji Hospital,"Adajan Dn, Surat",2.0,16.0
2648,Maatre Hospital,"L.P. Savani, Surat",1.0,15.0
2649,Sai Medical Hospital And Maternity Home,"L.P. Savani, Surat",1.0,15.0
2650,Abhidhara Hospital,"Amroli, Surat",2.0,15.0
2651,Olive Hospital,"Adajan Dn, Surat",1.0,15.0
2652,Mayya Maternity Hospital,"Amroli, Surat",1.0,10.0
2653,Rvushi Children Hospital,"Laldarwaja, Surat",3.0,40.0
2654,Madhuram Multispeciality Hospital & ICU,"Palanpur Nd, Surat",2.0,18.0
2655,Aarogyam Hospital And Maternity Home,"Pandesara, Surat",1.0,
2656,Shivam Hospital,"Parvat, Surat",1.0,
2657,Saidharm Eye Hospital,"Katargam, Surat",1.0,2.0
2658,Aarushi Orthopaedic Hospital,"Amroli, Surat",1.0,15.0
2659,Kadhiwala Orthopaedic Hospital,"Nanpura, Surat",5.0,
