,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
4057,Dr. V L Phaneshwar,30.0,MBBS MS - General Surgery ,Anesthesiologist,Kamineni Hospitals
4058,Dr. V.Ramu,30.0,MBBS Diploma in Anesthesiology ,Anesthesiologist,Kamineni Hospitals
4059,Dr. P.Rajeswar,3.0,BDS ,Anesthesiologist,Kamineni Hospitals
4060,Dr. Sujay Kumar,22.0,MBBS MCh - Vascular Surgery ,Anesthesiologist,Kamineni Hospitals
4061,Dr. Shikha Dixit,14.0,"MBBS MD - Dermatology , Venereology & Leprosy ",Anesthesiologist,Kamineni Hospitals
4062,Dr. J.Bramhaji Rao,5.0,MBBS DM ,Dentist,Kamineni Hospitals
4063,Dr. A Hari Priya,22.0,MBBS DMRD ,"Prosthodontist,Cosmetic/AestheticDentist,Dentist",Kamineni Hospitals
4064,Dr. Veera Sena Reddy,33.0,MBBS MD - Pathology ,GeneralSurgeon,Kamineni Hospitals
4065,Dr. Varms S.Pericherla,17.0,BPTh/BPT ,GeneralSurgeon,Kamineni Hospitals
4066,Dr. N. Vishwanath,32.0,MBBS DCH ,GeneralSurgeon,Kamineni Hospitals
4067,Dr. Annie Qurratulain  Hasan,10.0,MBBS DCH ,Geneticist,Kamineni Hospitals
4068,Dr. Vasundhara Kamineni,19.0,MBBS DCH ,Gynecologist,Kamineni Hospitals
4069,Dr. B.Menaka,3.0,MBBS MD - Pediatrics DCH ,Gynecologist,Kamineni Hospitals
4070,Dr. V.Haripriya,9.0,MBBS MD - Cardiology DM - Cardiology ,Gynecologist,Kamineni Hospitals
4071,Dr. E. Srikanth Reddy,18.0,MBBS Fellowship in Diabetology ,Neurologist,Kamineni Hospitals
4072,Dr. Kamalesh  M Chawda,10.0,MBBS MD - General Medicine DM - Cardiology ,Neurologist,Kamineni Hospitals
4073,Dr. M A Jaleel,7.0,MBBS DGO MS - Obstetrics & Gynaecology ,Neurosurgeon,Kamineni Hospitals
4074,Dr. Renuka S Sharma,20.0,MBBS MD - Psychiatry DPM (Psychiatry) DMS ,Neurosurgeon,Kamineni Hospitals
4075,Dr. M. Srinivas,20.0,PhD - Psychology LLB DM - Child And Adolescent Psychiatry Masters in Psychology MBA MCA ,Oncologist,Kamineni Hospitals
4076,Dr. A Kiran Kumar,22.0,MBBS MS - General Surgery MRCS (UK) Fellowship in Laparoscopy ,Oncologist,Kamineni Hospitals
4077,Dr. Srinivasa Reddy,35.0,MBBS MS - General Surgery ,MedicalOncologist,Kamineni Hospitals
4078,Dr. Sujani B,16.0,MBBS MD - General Medicine DNB (Cardiology) ,Ophthalmologist/EyeSurgeon,Kamineni Hospitals
4079,Dr. Kamaraj,26.0,MBBS DGO ,Orthopedist,Kamineni Hospitals
4080,Dr. Ashok Raju Gottemukkala,22.0,MBBS DGO MD - Obstetrics & Gynaecology ,Orthopedist,Kamineni Hospitals
4081,Dr. R.Sreedhar Reddy,23.0,MBBS MD - General Medicine ,Orthopedist,Kamineni Hospitals
4082,Dr. M Roshan Kuma,26.0,MBBS MS - Orthopaedics DNB FRCS - General Surgery ,Orthopedist,Kamineni Hospitals
4083,Dr.K.Satyanarayana,40.0,MBBS MS - General Surgery ,Pediatrician,Kamineni Hospitals
4084,Dr. Kuldip G Paike,13.0,MBBS MS - General Surgery MCh - Surgical Gastroenterology/G.I. Surgery ,Pediatrician,Kamineni Hospitals
4085,Dr. T.Ramamurti,23.0,MBBS MD - Obstetrics & Gynaecology Fellowship in Minimal Access Surgery ,Pathologist,Kamineni Hospitals
4086,Dr. E.Jaya Shankar,19.0,MBBS DDVL ,Pathologist,Kamineni Hospitals
4087,Dr. K.Padmaja,27.0,MBBS Fellowship in Diabetology ,Pathologist,Kamineni Hospitals
4088,Dr. M.Pavani,23.0,MBBS DNB - Internal Medicine Certificate Course in Evidence Based Diabetes Management (CCEBDM) ,Pathologist,Kamineni Hospitals
4089,Dr. CH.Geetha,19.0,MBBS Diploma in Radio Therapy MD - Radio Diagnosis/Radiology DM - Medical Oncology ,Pathologist,Kamineni Hospitals
4090,Dr. Venkat Thota,21.0,MBBS MS - Orthopaedics FAO ,"PlasticSurgeon,HairTransplantSurgeon",Kamineni Hospitals
4091,Dr. Shailaja Prabhala,22.0,MBBS MD - General Medicine DM - Neurology ,Pathologist,Kamineni Hospitals
4092,Dr. Souza Maria Rene Olympia,9.0,MBBS MS - General Surgery MNAMS (General Surgery) MCh - Paediatric Surgery ,Psychiatrist,Kamineni Hospitals
4093,Dr. E. Ravindra Reddy,14.0,MBBS Diploma in Radio Therapy MD - Radiotherapy ,Pulmonologist,Kamineni Hospitals
4094,Dr. V. Venkat Ram Narasimha Reddy,11.0,BDS ,Pulmonologist,Kamineni Hospitals
4095,Dr. G.Sujatha,6.0,MBBS Diploma in Tuberculosis and Chest Diseases (DTCD) DNB FCCP ,Pulmonologist,Kamineni Hospitals
4096,Dr. M.Balaji Vara Prasad,17.0,MBBS DCH DNB - Paediatrics DNB - Neurology ,Radiologist,Kamineni Hospitals
4097,Dr. S.Annapurna,19.0,MBBS Fellowship in Diabetology ,Radiologist,Kamineni Hospitals
4098,Dr. Srinadh Boppana,11.0,MBBS DCH MD - General Medicine DM - Rheumatology ,Radiologist,Kamineni Hospitals
4099,Dr. Prasanth Kumar,9.0,MBBS DM - Gastroenterology ,Radiologist,Kamineni Hospitals
4100,Dr. G. Sriniva,4.0,MBBS MD - General Medicine DM - Gastroenterology ,Urologist,Kamineni Hospitals
4101,Dr. Babu,35.0,MBBS MD - Pediatrics ,Cardiologist,Kamineni Hospitals
4102,Dr. Deepika Macha,43.0,MBBS MS - General Surgery MCh - Vascular Surgery FRCS - General Surgery ,Ophthalmologist/EyeSurgeon,Kamineni Hospitals
4103,Dr. Mohd Ilyas,11.0,MBBS DCH MD - Pediatrics ,"GeneralSurgeon,LaparoscopicSurgeon",Kamineni Hospitals
4104,Dr. Sagar Chandra S Bhuyar,15.0,MBBS MS - General Surgery MCh - Plastic Surgery ,Cardiologist,Kamineni Hospitals
4105,Dr. Srikanth Varma Racherla,12.0,MBBS MD - General Medicine DM - Nephrology MNAMS - Nephrology ,"JointReplacementSurgeon,Orthopedist",Kamineni Hospitals
4106,Dr. Rajeshwer Reddy Guda,21.0,MBBS MS - General Surgery MCh - Plastic Surgery ,Rheumatologist,Kamineni Hospitals
4107,Dr. Ravi Kanth.A,12.0,MBBS MD - Psychiatry ,Cardiologist,Kamineni Hospitals
4108,Dr. Nipun Rangwala,7.0,MBBS MD - General Medicine DNB (Cardiology) ,GeneralSurgeon,BSES MG Hospital
4109,Dr Nirmala Khembabvi,9.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery ,Dentist,BSES MG Hospital
4110,Dr Rajesh Valand,10.0,MBBS MS - General Surgery MCh - Neuro Surgery ,ENT/Otorhinolaryngologist,BSES MG Hospital
4111,Dr. Pragati Mahaptra,26.0,MD - Obstetrics & Gynaecology DNB - Obstetrics & Gynecology Fellowship in Minimal Access Surgery ,Ophthalmologist,BSES MG Hospital
4112,Dr. Jahoor Patankar,15.0,MBBS MRCS (UK) FACS ,"Pediatrician,PediatricSurgeon",BSES MG Hospital
4113,Dr. Ashok Mehta,15.0,MD - Psychiatry DNB (Psychiatry) MBBS ,Oncologist,BSES MG Hospital
4114,Dr. Madhuri Joshi,5.0,MD - General Medicine DM - Cardiology MBBS ,Gynecologist,BSES MG Hospital
4115,Dr. Prasanna Patankar,18.0,MBBS MD - General Medicine DNB (Cardiology) ,Neurosurgeon,BSES MG Hospital
4116,Dr. G K Boob,12.0,MBBS MD - General Medicine DNB (Cardiology) ,Orthopedist,BSES MG Hospital
4117,Dr. Prasad Wagle,8.0,MBBS Diploma in Obstetrics and Gynecology (Ay.) DNB - Obstetrics & Gynecology ,Dentist,BSES MG Hospital
4118,Dr. Amish Mhatre,12.0,"MS - Orthopaedics Fellowship in Joint Replacement Fellowship in Arthroscopy & Sports Injury Fellowship in Joint Replacement Surgery of Hip and Knee, Puttlingen, Germany ",VascularSurgeon,BSES MG Hospital
4119,Dr. Anurag Bhate,27.0,MD - General Medicine MBBS DM - Gastroenterology ,Gynecologist,BSES MG Hospital
4120,Dr. Kapil Lad,13.0,MBBS MCh - Neuro Surgery Fellow in Spine Surgery ,Orthopedist,BSES MG Hospital
4121,Dr Pallavi Shah,4.0,MBBS MS - ENT DNB - ENT ,Gynecologist,BSES MG Hospital
4122,Dr. Archana Gaonkar,7.0,MBBS MD - General Medicine DM - Rheumatology ,"Gynecologist,Obstetrician",BSES MG Hospital
4123,Dr Nikhil Sardar,13.0,MBBS MD - Pediatrics Fellowship in Neonatology ,Ophthalmologist/EyeSurgeon,BSES MG Hospital
4124,Dr Parit Ladani,19.0,MBBS MS - Orthopaedics Fellowship in Shoulder and Knee Surgery Fellowship in Arthroscopy and Sports Medicine ,Dentist,BSES MG Hospital
4125,Dr. Bhalchandra M Jayakar,17.0,MBBS DNB - General Surgery DNB - Urology/Genito - Urinary Surgery ,PediatricSurgeon,BSES MG Hospital
4126,Dr. Sanjay Borude,11.0,MBBS MD - Internal Medicine ,BariatricSurgeon,BSES MG Hospital
4127,Dr. Sanjay Londhe,28.0,MBBS MS - ENT ,Orthopedist,BSES MG Hospital
4128,Dr. Venkatraman,16.0,MBBS Diploma of the Faculty of Family Planning (DFFP) MRCOG Fellowship in Fetal Medicine ,"Gynecologist,Obstetrician",BSES MG Hospital
4129,Dr. Jayesh Shah,14.0,MBBS DDVL DNB ,Orthopedist,BSES MG Hospital
4130,Dr. Sujit Korday,11.0,FAMS - Fellowship of the Academy Medicine MBBS MD - General Medicine DM - Endocrinology ,Orthopedist,BSES MG Hospital
4131,Dr. Tushar Jimulia,42.0,MBBS MD - General Medicine ,Orthopedist,BSES MG Hospital
4132,Dr. Bhavin Shial,19.0,MBBS MD - Dermatology Fellowship in Dermatology ,Orthopedist,BSES MG Hospital
4133,Dr. Simi Saksena,32.0,MBBS DGO MRCOG ,"GeneralSurgeon,LaparoscopicSurgeon",BSES MG Hospital
4134,Dr. S.P. Kale,20.0,MBBS MD - General Medicine Fellowship in Neonatology Fellowship in Pediatric Intensive Care ,Orthopedist,BSES MG Hospital
4135,Dr. A S Upadhye,10.0,MBBS MD - Pediatrics Fellowship in Pediatric Intensive Care Fellowship in Neonatology ,GeneralSurgeon,BSES MG Hospital
4136,Dr. Sadanand V Shetty,6.0,MBBS MD - General Medicine ,Gastroenterologist,BSES MG Hospital
4137,Dr. Vishal Peshattiwar,6.0,MD - General Medicine MBBS DM - Rheumatology ,"Orthopedist,SpineSurgeon",BSES MG Hospital
4138,Dr. Sudeep Sarkar,35.0,MBBS MD - Internal Medicine ,MedicalOncologist,BSES MG Hospital
4139,Dr. Prashant Welling,20.0,MD - General Medicine DM - Nephrology MBBS ,Orthopedist,BSES MG Hospital
4140,Dr. Mukesh Shah,14.0,MBBS MS - General Surgery MCh - Paediatric Surgery Fellowship Pediatric Surgery ,Urologist,BSES MG Hospital
4141,Dr. Nilesh Rangnekar,17.0,MD - Internal Medicine DM - Neurology DNB - General Medicine MBBS ,Urologist,BSES MG Hospital
4142,Dr. Atul Bhaskar,32.0,MBBS DNB - Internal Medicine Fellowship in Rheumatology ,Orthopedist,BSES MG Hospital
4143,Dr. Tony Almeida,25.0,MBBS MRCS (UK) MCh - Surgical Gastroenterology/G.I. Surgery MS - General Surgery ,GeneralSurgeon,BSES MG Hospital
4144,Dr. Ganesh Shenoy,16.0,DCH DNB - Paediatrics Fellowship in Neonatology MBBS ,GeneralSurgeon,BSES MG Hospital
4145,Dr. Parag Vibhakar,8.0,MBBS MD - General Medicine DM - Neurology ,PlasticSurgeon,BSES MG Hospital
4146,Dr.Vijaykumar Pisat,8.0,MBBS MCh - Neuro Surgery Fellowship in Interventional Neurosurgery (FINR) ,Gynecologist/Obstetrician,BSES MG Hospital
4147,Dr. C N Purandare,10.0,MBBS ,Gynecologist,BSES MG Hospital
4148,Dr. Kripa Bubna,9.0,MBBS MD - General Medicine DM - Nephrology ,Ophthalmologist,BSES MG Hospital
4149,Dr. Poonam Satpute,19.0,MBBS MD - General Medicine DM - Medical Oncology Fellowship in Bone Marrow Transplant ,Gynecologist/Obstetrician,BSES MG Hospital
4150,Dr. R K Sinha,26.0,M.Phil - Clinical Psychology BA - Psychology MA - Clinical Psychology ,"LaparoscopicSurgeon,BariatricSurgeon,GeneralSurgeon",BSES MG Hospital
4151,Dr. Sachin Pahade,5.0,MBBS MS - General Surgery DNB - Pediatric Surgery ,Urologist,BSES MG Hospital
4152,Dr. Parag Mehta,6.0,MBBS MD - General Medicine DM - Gastroenterology ,Pulmonologist,BSES MG Hospital
4153,Dr. Snehal Deshmukh,5.0,DNB - Gastroenterology MD - General Medicine MBBS ,Gynecologist/Obstetrician,BSES MG Hospital
4154,Dr. Shushan Patil,5.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery F.A.C.S ,Cardiologist,BSES MG Hospital
4155,Dr. Mahesh Shah,4.0,MBBS MD - Anaesthesiology Fellowship of the Royal College of Anaesthetists (FRCA) ,Cardiologist,BSES MG Hospital
4156,Dr. Hareesh Mehta,16.0,MBBS MD - Psychiatry ,Cardiologist,BSES MG Hospital
4157,Dr. Ratna Parki,11.0,MBBS DNB - Ophthalmology Fellowship in Anterior Segment (FIAS) Fellowship in Glaucoma ,Cardiologist,BSES MG Hospital
4158,Dr. Pillai,21.0,BDS MDS - Prosthodontics ,Cardiologist,BSES MG Hospital
4159,Dr. Anand Rao,10.0,MBBS Diploma in Family Medicine (DFM) MRCGP ,Cardiologist,BSES MG Hospital
4160,Dr. Akshay Mehta,8.0,MBBS DNB - General Surgery MCh - Plastic Surgery DNB - Plastic Surgery Fellowship in Micro Ear surgery ,Cardiologist,BSES MG Hospital
4161,Dr. Mohandas Shetty,3.0,MBBS MD - Psychiatry ,CardiothoracicandVascularSurgeon,BSES MG Hospital
4162,Dr. Shubhangi Upadhye,47.0,MBBS MD - Physical Medicine & Rehabilitation ,Cardiologist,BSES MG Hospital
4163,Dr. Amit Patel,14.0,MBBS MS - General Surgery Fellowship in International Cancer Technology Transfer FRCS - General Surgery (Upper GI) ,GeneralPhysician,BSES MG Hospital
4164,Dr. Shankar Kande,10.0,MBBS MS - General Surgery DNB - General Surgery MCh - Surgical Gastroenterology/G.I. Surgery Master of Hepatobiliary & Pancreatic Surgery ,GeneralSurgeon,BSES MG Hospital
4165,Dr. Patnakar,24.0,BDS MDS - Periodontics ,Pediatrician,BSES MG Hospital
4166,Dr. Rajesh Wala,2.0,MBBS MS - General Surgery MCh - Urology ,ENT/Otorhinolaryngologist,BSES MG Hospital
4167,Dr. Nirmala,8.0,MD - General Medicine DM - Pulmonary Medicine & Critical Care Medicine MBBS European Diploma in Respiratory Medicine FCCP - Pulmonary Medicine ,Dentist,BSES MG Hospital
4168,Dr. Sameer,13.0,MD - Obstetrics & Gynaecology MBBS ,Physiotherapist,BSES MG Hospital
4169,Dr. Samira Chavan Patel,34.0,MBBS MD - Obstetrics & Gynaecology FCPS - Mid. & Gynae Fellow ship of Indian College of Obstetrics and Gynecology (FICOG) ,InternalMedicine,BSES MG Hospital
4170,Dr. Ninad V Katdare,14.0,BDS ,GeneralSurgeon,BSES MG Hospital
4171,Dr. Nahid Sharma,6.0,BDS ,"Gynecologist,Obstetrician",BSES MG Hospital
4172,Dr. Sujoy Dasgupta,8.0,MBBS DNB - General Surgery Diploma in Laparoscopy ,"Gynecologist,InfertilitySpecialist",Hindustan Health Point
4173,Dr. Teesta Banerjee,8.0,D.O DNB - Ophthalmology MBBS Fellowship in Glaucoma Felowship in Medical Retina ,"Gynecologist,Obstetrician",Hindustan Health Point
4174,Dr. Parnamita   Bhattacharya,8.0,"MBBS MD - Dermatology , Venereology & Leprosy Diploma in Dermatology & Venerology ","Gynecologist,Obstetrician",Hindustan Health Point
4175,Dr. Tanmoy Majee,9.0,BSc - Dietitics / Nutrition Post Graduate In Food Science And Nutrition ,"InterventionalCardiologist,Cardiologist",Hindustan Health Point
4176,Dr. Anirban Basu,6.0,MBBS MS - General Surgery MCh - Urology ,Pediatrician,Hindustan Health Point
4177,Dr. Arghya Chattopadhyay,6.0,MBBS MD - Obstetrics & Gynaecology DGO FCPS - Mid. & Gynae ,ConsultantPhysician,Hindustan Health Point
4178,Dr. Madhurima Ghosh,1.0,MBBS MD - Obstetrics & Gynaecology DGO ,Psychiatrist,Hindustan Health Point
4179,Dr. Shivaji Mandal,7.0,MBBS MD - General Medicine ,"GeneralSurgeon,LaparoscopicSurgeon",Hindustan Health Point
4180,Dr. DIBYENDU DE,5.0,MBBS ,"Hematologist,HematologicOncologist",Hindustan Health Point
4181,Dr. Ranjan Kumar Bhattacharya,11.0,MBBS ,"InternalMedicine,GeneralPhysician,GeneralPractitioner",Hindustan Health Point
4182,Dr. Angshumitra Chowdhary,14.0,PhD - Radiotherapy ,"Anesthesiologist,PainManagementSpecialist",Hindustan Health Point
4183,Dr. Sumantra Ray,15.0,MBBS MD - Cardiology DM - Cardiology FICA ,"GeneralSurgeon,LaparoscopicSurgeon,GastroIntestinalSurgeon",Hindustan Health Point
4184,Dr. Manoj Kumar Yadav,12.0,MBBS MD - Medicine DNB (Cardiology) FSCAI ,BariatricSurgeon,Hindustan Health Point
4185,Dr. Samik Bandyopadhyay,7.0,MBBS MD - Medicine DM - Neurology ,GeneralPhysician,Hindustan Health Point
4186,Dr. Dibyen Chatterjee,5.0,MBBS DCH DNB - Paediatrics FCPS (Paediatrics) ,GeneralPhysician,Hindustan Health Point
4187,Dr. Sharmistha Roy,6.0,MBBS MD - Pediatrics DCH DNB - Paediatrics MNAMS - General Surgery ,GeneralPhysician,Hindustan Health Point
4188,Dr. Alok Mukherjee,12.0,MBBS MNAMS - Urology ,Ophthalmologist/EyeSurgeon,Hindustan Health Point
4189,Dr. Ashis Kumar Ghosh,14.0,MBBS MS - General Surgery DNB - Plastic Surgery ,ENT/Otorhinolaryngologist,Hindustan Health Point
4190,Dr. Atri Bandopadhyay,33.0,DNB - Ophthalmology DOMS ,ENT/Otorhinolaryngologist,Hindustan Health Point
4191,Dr. B. K. Das,33.0,MBBS MD - Internal Medicine DM - Nephrology ,Dermatologist,Hindustan Health Point
4192,Dr. Sanchaita Biswas (Bala),13.0,MBBS MD - Psychiatry ,Dermatologist,Hindustan Health Point
4193,Dr. Ranjit Kumar Haldar,44.0,MBBS MS - Orthopaedics ,Pulmonologist,Hindustan Health Point
4194,Dr. Dibyendu Saha,17.0,MBBS MS - Orthopaedics Diploma in Orthopaedics FCPS - Mid. & Gynae ,Pulmonologist,Hindustan Health Point
4195,Dr. Debabani Biswas,27.0,MBBS Diploma in Orthopaedics ,Pulmonologist,Hindustan Health Point
4196,Dr. Mini Sengupta,10.0,MBBS MS - Orthopaedics ,"Obstetrician,Gynecologist",Hindustan Health Point
4197,Dr. Biswajit Basu,7.0,MBBS MS - Orthopaedics Diploma in Orthopaedics ,"Gynecologist,Obstetrician",Hindustan Health Point
4198,Dr. Rakhee Borah,13.0,MBBS MS - Orthopaedics ,Gynecologist,Hindustan Health Point
4199,Dr. Bulbul Biswas,16.0,MBBS Diploma in Orthopaedics ,Gynecologist,Hindustan Health Point
4200,Dr. Aparupa Ghosh,11.0,MBBS MS - General Surgery MCh - Paediatric Surgery DNB - General Surgery ,Gynecologist,Hindustan Health Point
4201,Dr. Bishal Bhagat,21.0,MBBS MD - Pediatrics MD - Medicine and Surgery ,"Orthopedist,JointReplacementSurgeon",Hindustan Health Point
4202,Dr. Sudipto Bhattacharya,20.0,MBBS Fellowship in Vascular Interventional Radiology(FVIR) ,Gynecologist,Hindustan Health Point
4203,Dr. Asish Kr. Mondal,19.0,MBBS DGO ,Orthopedist,Hindustan Health Point
4204,Dr. Sanjukta Sen,21.0,MBBS MD - Dermatology ,Gynecologist,Hindustan Health Point
4205,Dr. Sutanu Hazra,11.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,Orthopedist,Hindustan Health Point
4206,Dr. Ritwik Ganguly,20.0,MS - Orthopaedics Diploma in Orthopaedics Fellowship in Knee Arthroscopy Fellowship in Joint Replacement ,Orthopedist,Hindustan Health Point
4207,Dr. Subhra Das,8.0,MCh - Urology/Genito-Urinary Surgery ,Gynecologist,Hindustan Health Point
4208,Dr. Mridula Chowdhury,13.0,MBBS DM - Oncology ,Gynecologist,Hindustan Health Point
4209,Dr. Sayantan Banerjee,15.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery MNAMS - Orthopaedics FNB - Spine Surgery ,"GeneralPhysician,Pediatrician",Hindustan Health Point
4210,Dr. Shouvanik Satpathy,16.0,MBBS MD - Dermatology ,ENT/Otorhinolaryngologist,Hindustan Health Point
4211,Dr. Dipankar Bhattacharya,10.0,MBBS DDVL DNB ,Obstetrician,Hindustan Health Point
4212,Dr. Arunava Lala,7.0,MBBS MD - Dermatology ,Orthopedist,Hindustan Health Point
4213,Dr. Kumar Satyakam,11.0,MBBS MS - Orthopaedics ,Orthopedist,Hindustan Health Point
4214,Dr. Indranil Mukherjee,2.0,MBBS MD - General Medicine DM - Cardiology ,Pediatrician,Hindustan Health Point
4215,Dr. Subhaya Dutta,9.0,MBBS MD - General Medicine DM - Cardiology ,Pediatrician,Hindustan Health Point
4216,Dr. Mousumi Das,7.0,MBBS DNB - Dermatology & Venereology Diploma in Dermatology & Venerology ,Pediatrician,Hindustan Health Point
4217,Dr. Sabyasachi Bhattacharya,19.0,MBBS MD - Anaesthesiology ,Pediatrician,Hindustan Health Point
4218,Dr. Manabendra Naskar,23.0,MBBS MS - Orthopaedics ,GeneralSurgeon,Hindustan Health Point
4219,Dr. Bhaswati Biswas,5.0,MBBS MD - Psychiatry DNB (Psychiatry) ,DentalSurgeon,Hindustan Health Point
4220,Dr. Debjani Bose,17.0,MS - General Surgery ,Pediatrician,Hindustan Health Point
4221,Dr. Akhilesh Verma,43.0,MBBS MS - MS.Medicine MCh - Paediatric Surgery ,Pediatrician,Hindustan Health Point
4222,Dr. Aparajita Ghosh,12.0,DNB - General Medicine MBBS ,"Dermatologist,Dermatosurgeon,AestheticDermatologist",Hindustan Health Point
4223,Dr. Kaushik Sarkar,19.0,MBBS DNB - Ophthalmology ,Urologist,Hindustan Health Point
4224,Dr. B K Saha,18.0,MBBS DGO ,Orthopedist,Hindustan Health Point
4225,Dr. Piya Sen,20.0,MBBS MD - Medicine ,Ophthalmologist/EyeSurgeon,Hindustan Health Point
4226,Dr. Arindam Mandal,13.0,MBBS MS - General Surgery ,Dentist,Hindustan Health Point
4227,Dr. Avishek Das,22.0,DNB FCPS (Paediatrics) DOMS MBBS ,Orthopedist,Hindustan Health Point
4228,Dr. Sandip Bhattacharyya,21.0,MBBS MD - Obstetrics & Gynaecology DGO ,Nephrologist/RenalSpecialist,Hindustan Health Point
4229,Dr. Swarnali Dutta,17.0,MBBS MD - General Medicine ,"Gynecologist,Obstetrician",Hindustan Health Point
4230,Dr. Seema Surani Sarawgi,27.0,MBBS MD - Medicine ,"Gynecologist,Obstetrician",Hindustan Health Point
4231,Dr. Lalima Banerjee,9.0,MBBS DNB - General Medicine DNB - Gastroenterology ,Gynecologist,Hindustan Health Point
4232,Dr. Keya Chakraborty,13.0,MBBS Diploma in Orthopaedics DNB - Orthopedics/Orthopedic Surgery Fellowship in Joint Replacement Fellowship in Shoulder and Knee Surgery ,"Gynecologist,Obstetrician",Hindustan Health Point
4233,Dr. Tara Shankar Bhattacharya,30.0,MBBS DNB - General Medicine DNB (Cardiology) ,Orthopedist,Hindustan Health Point
4234,Dr. Koushik Pan,17.0,MS - General Surgery MBBS ,Neurologist,Hindustan Health Point
4235,Dr. Avik Kumar Jana,30.0,MBBS DNB (Psychiatry) ,ENT/Otorhinolaryngologist,Hindustan Health Point
4236,Dr. Pravin bhosale,19.0,MBBS MD - Obstetrics & Gynaecology DGO ,Ear-Nose-Throat(ENT)Specialist,Noble Hospital
4237,Dr. Vd.Ashwini Sartale,28.0,MD - Pediatrics MBBS ,Ayurveda,Noble Hospital
4238,Dr. Akshay Raut,30.0,MBBS MS - Ophthalmology ,"Dentist,OralMedicineandRadiology,Implantologist",Noble Hospital
4239,Dr. Keyur Gutte,16.0,MD - Internal Medicine DM - Cardiology ,"GeneralSurgeon,Oncologist",Noble Hospital
4240,Dr. Vinod Gore,23.0,MBBS MS - General Surgery FAIS ,Oncologist,Noble Hospital
4241,Dr. Amar Shinde,24.0,MBBS DNB - Orthopedics/Orthopedic Surgery MNAMS - Orthopaedics ,"Psychiatrist,Neuropsychiatrist,GeriatricPsychiatrist",Noble Hospital
4242,Dr. Chandrashekhar,15.0,MBBS MD - Obstetrics & Gynaecology DGO ,Neurosurgeon,Noble Hospital
4243,Dr. Chandra Shekar,18.0,MBBS MD - Obstetrics & Gynaecology DGO ,Neurosurgeon,Noble Hospital
4244,Dr. Sachin Bodhale,18.0,MBBS MS - Obstetrics & Gynaecology ,Ophthalmologist/EyeSurgeon,Noble Hospital
4245,Dr. V.D. Naniwadekar,29.0,MBBS MD - Psychiatry ,Gynecologist/Obstetrician,Noble Hospital
4246,Dr. Vaishali Chouhan,7.0,MS - Otorhinolaryngology DNB - ENT MBBS ,Gynecologist,Noble Hospital
4247,Dr. Shailesh Patil,18.0,BDS MDS - Orthodontics & Dentofacial Orthopaedics ,Orthopedist,Noble Hospital
4248,Dr. Anil Varpe,14.0,MBBS MD - General Medicine DM - Cardiology ,Gynecologist/Obstetrician,Noble Hospital
4249,Dr. P. N. Shinde,22.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,Gynecologist,Noble Hospital
4250,Dr. Sadhana Dharmadhikari,16.0,MD - Pulmonary Medicine MD - General Medicine DNB - Respiratory Diseases MBBS ,Gynecologist,Noble Hospital
4251,Dr. Mangesh Lingayat,14.0,MBBS MD - Cardiology DM - Cardiology ,Ophthalmologist/EyeSurgeon,Noble Hospital
4252,Dr. Rakhee Sagar,22.0,MBBS MD - Obstetrics & Gynaecology ,Ophthalmologist,Noble Hospital
