DOC_ID,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
4023,Dr. R Hanumantha Reddy,28.0,MBBS MCh - Urology DNB - Urology/Genito - Urinary Surgery ,Ophthalmologist/EyeSurgeon,Apollo Hospitals
4024,Dr. R K Alwadhi,24.0,MBBS MD - General Medicine DNB - General Medicine DNB - Nephrology ,Pediatrician,Blk Super Speciality Hospital
4025,Dr. R K Jain,11.0,MBBS MCh - Cardio Thoracic and Vascular Surgery MS - General Surgery ,GeneralSurgeon,Max Superspeciality Hospital
4026,Dr. R K Jasuja,21.0,MBBS MD - Medicine Fellowship in Nephrology ,ENT/Otorhinolaryngologist,Sri Balaji Action Medical Institute
4026,Dr. R K Jasuja,11.0,MBBS DCH ,ENT/Otorhinolaryngologist,Max Hospital
4027,Dr. R K Pandey,,MBBS DNB - General Medicine DNB - Nephrology ,Orthopedist,Venkateshwar Hospital
4028,Dr. R K Sandhir,15.0,MBBS MS - Neuro Surgery ,PlasticSurgeon,St Stephens Hospital
4029,Dr. R K Sharma,,,InfertilitySpecialist,Primus Super Speciality Hospital
4030,Dr. R K Sinha,26.0,M.Phil - Clinical Psychology BA - Psychology MA - Clinical Psychology ,"LaparoscopicSurgeon,BariatricSurgeon,GeneralSurgeon",BSES MG Hospital
4031,Dr. R Kumar,,,Orthopedist,Metro Hospital and Cancer Institute
4032,Dr. R L Vadi,,MBBS MD - General Medicine ,GeneralSurgeon,Dr. Jivraj Mehta Smarak Health Foundation
4033,Dr. R Manjunath,11.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery Fellowship in Orthopeadic Oncology Fellowship in Orthopeadic Oncology Fellowship in Orthopeadic Oncology ,InternalMedicine,Manipal Hospital
4034,Dr. R Murali,,,"PlasticSurgeon,GeneralPhysician",Apollo Hospital - Tondiarpet
4035,Dr. R Muthukumaran,,MBBS MD - Radio Diagnosis/Radiology ,PlasticSurgeon,Billroth Hospitals
4036,Dr. R N Saini,39.0,MBBS MRCPCH (UK) ,GeneralPhysician,Blk Super Speciality Hospital
4037,Dr. R N Tandon,7.0,MBBS MD - Cardiology DM - Cardiology ,GeneralSurgeon,Sri Balaji Action Medical Institute
4038,Dr. R P Shah,14.0,MBBS MD - Obstetrics & Gynaecology ,Oncologist,Saifee Hospital
4039,Dr. R Praveen krishna,28.0,MBBS MS - General Surgery ,Ophthalmologist/EyeSurgeon,Hindu Mission Hospital
4040,Dr. R R Mantri,35.0,MBBS MD - General Medicine DM - Cardiology ,Cardiologist,Sir Ganga Ram Hospital
4041,Dr. R R Patel,16.0,MBBS MD - Pulmonary Medicine ,Psychiatrist,Bhatia  Hospital
4042,Dr. R Ramesh,,MBBS MD - General Medicine ,ENT/Otorhinolaryngologist,Sri Sri Holistic Hospitals
4043,Dr. R Ramya,26.0,MBBS DCH DNB - Paediatrics ,RadiationOncologist,Kamakshi Memorial Hospital
4044,Dr. R S Chahal,32.0,MBBS DNB - Orthopedics/Orthopedic Surgery ,"SpineAndPainSpecialist,GeneralPhysician",Sir Ganga Ram Hospital
4045,Dr. R S Chatterjee,9.0,BDS MDS MBA - Healthcare Administration Certification in Aesthetic Dentistry ,Pulmonologist,Fortis Escorts
4046,Dr. R S Mathur,,,Pulmonologist,Jaslok Hospital
4047,Dr. R S Mishra,29.0,MBBS MS - General Surgery ,InternalMedicine,Max Super Speciality Hospital
4048,Dr. R S Venkateshulu,,MBBS MD - Internal Medicine ,Neurologist,BGS Global Hospital
4049,Dr. R Sivakumar,,MBBS MS - General Surgery ,Cardiologist,Billroth Hospitals
4050,Dr. R Sivaprakash,,,SurgicalOncologist,Apollo Speciality Cancer Hospital
4051,Dr. R Srinivas Reddy,13.0,MBBS MCh - Neuro Surgery ,Orthopedist,Apollo Hospitals
4052,Dr. R V Vijay Bhaskar,,,Cardiologist,Global Hospital
4053,Dr. R Vimal Kumar,37.0,MBBS MS - Orthopaedics Fellowship in paediatric orthopaedic ,GeneralPhysician,Hindu Mission Hospital
4054,Dr. R. Balaji,,MBBS MS - General Surgery ,Cardiologist,MaxCure Hospitals
4055,Dr. R. Barghavi Balakumar,6.0,BDS F.C.I.P F.S.R.H ,DentalSurgeon,St.Isabel's Hospital
4056,Dr. R. Charumathi,41.0,MBBS MS - General Surgery MCh - Plastic Surgery DNB - Plastic Surgery ,"Gynecologist,Obstetrician",Apollo Hospital
4057,Dr. R. D Yadave,13.0,MBBS MS - Pediatric MCh - Paediatric Surgery ,Cardiologist,Batra Hospital & Medical Research Centre
4058,Dr. R. Deshpande,19.0,BPTh/BPT MPTh/MPT (Sports Physiotherapy) ,Neurologist,Ruby Hall Clinic
4059,Dr. R. H. Maniar,11.0,MBBS MS - General Surgery MCh - Burns & Plastic Surgery ,Ophthalmologist/EyeSurgeon,Bhatia  Hospital
4060,Dr. R. K. Bhandari,16.0,MBBS MD - Dermatology DDV ,Ophthalmologist/EyeSurgeon,Batra Hospital & Medical Research Centre
4061,Dr. R. K. Choudhary,,,Oncologist,Metro Hospital and Cancer Institute
4061,Dr. R. K. Choudhary,,,Oncologist,Metro Multispeciality Hospital
4062,Dr. R. Kondammal,17.0,MBBS MD - Obstetrics & Gynaecology ,"Gynecologist,Obstetrician",Apollo Hospital
4063,Dr. R. Krishnaswamy,,,Ophthalmologist/EyeSurgeon,P D Hinduja Sindhi Hospital 
4064,Dr. R. Prashar,29.0,MBBS Post Graduate Diploma in Diabetology (PGDD) ,GeneralPhysician,Jaipur Golden Hospital
4065,Dr. R. RAGHU RAMAN,4.0,MBBS MS - General Surgery MS - Orthopaedics ,,KIMS - Krishna Institute of Medical Sciences
4066,Dr. R. S. Chhugani,,MBBS MD - Bio-Chemistry FICA ,GeneralPhysician,Criti Care Multi Speciality Hospital & Research Centre
4067,Dr. R. S. Rama Krishnan,14.0,MBBS ,Radiologist,Global Hospital
4068,Dr. R. S. Wadia,16.0,MBBS MS - ENT ,Neurologist,Ruby Hall Clinic
4069,Dr. R. Sahadev,,MBBS MS - General Surgery DNB - Plastic Surgery ,"Gastroenterologist,GeneralSurgeon",Bangalore Institute of Gastroenterology
4070,Dr. R. Suneel,,MBBS DCH MD - Pediatrics ,Orthopedist,MaxCure Hospitals
4071,Dr. R. Thinesh,17.0,MBBS MD - Medicine ,"Oncologist,Radiologist",Global Hospital
4072,Dr. R. V. Thenmozhi,15.0,MBBS MS - Ophthalmology DOMS ,Gynecologist,Fortis Malar Hospital
4073,Dr. R. Varadarajan,36.0,MBBS MS - General Surgery MCh - Surgical Gastroenterology/G.I. Surgery ,Pediatrician,Apollo Hospital
4074,Dr. R. Venkateshwara Rao,16.0,MBBS MS - Orthopaedics ,,KIMS - Krishna Institute of Medical Sciences
4075,Dr. R.A. Sastry,13.0,MBBS DNB - Paediatrics ,Gastroenterologist,KIMS - Krishna Institute of Medical Sciences
4076,Dr. R.Arvindkumar,23.0,DM - Nephrology MD - Nephrology MBBS ,Pediatrician,Hindu Mission Hospital
4077,Dr. R.B. Gulati,21.0,MBBS MS - Otorhinolaryngology ,Cardiologist,Ruby Hall Clinic
4078,Dr. R.C Mishra,34.0,MBBS MS - General Surgery MCh - Cardio Thoracic Surgery ,Gastroenterologist,Sanjeevan Hospital
4079,Dr. R.C. Arya,23.0,MBBS MD - General Medicine DM - Endocrinology ,Orthopedist,Max Super Speciality Hospital
4080,Dr. R.Chandrasekar,15.0,MBBS MS - General Surgery ,Dermatologist,Hindu Mission Hospital
4081,Dr. R.G. Goyal,27.0,MBBS MD - Obstetrics & Gynaecology DGO ,Cardiologist,Bombay Hospital & Medical Research Centre
4082,Dr. R.K Bhatia,7.0,BSc - Speech & Hearing Masters in Speech Language Pathology ,Dermatologist,Sanjeevan Hospital
4083,Dr. R.K Mahajan,33.0,MBBS MD - Medicine DM - Cardiology ,GeneralPhysician,Sanjeevan Hospital
4084,Dr. R.K. Chopra,8.0,MBBS MS - General Surgery FRCS - General Surgery (Vascular) ,Pulmonologist,Ruby Hall Clinic
4085,Dr. R.K. Garg,23.0,MBBS MD - General Medicine Diploma in Nephrology ,Urologist,Bombay Hospital & Medical Research Centre
4086,Dr. R.K. Himthani,17.0,MBBS FRCS - General Surgery M.Ch - Orthopaedics ,Gastroenterologist,Batra Hospital & Medical Research Centre
4087,Dr. R.K. Kapoor,17.0,MBBS FRCS - General Surgery ,Ophthalmologist,Bombay Hospital & Medical Research Centre
4088,Dr. R.K.Seshank,33.0,MBBS MD - Radio Diagnosis/Radiology ,CardiothoracicSurgeon,St.Isabel's Hospital
4089,Dr. R.L. Nayak,,MBBS MD - General Medicine DM - Nephrology ,Urologist,Rockland Hospital
4090,Dr. R.M Chhabra,29.0,MBBS MS - Ophthalmology Fellowship in Vitreoretinal Surgery ,InternalMedicine,Max Superspeciality Hospital
4091,Dr. R.M.Arumugam,35.0,MBBS DNB ,GeneralPhysician,St.Isabel's Hospital
4092,Dr. R.M.Patankar,15.0,MBBS DNB - General Medicine ,,S L Raheja Fortis Hospital
4093,Dr. R.M.Sivasubramaniyan,26.0,MBBS DCH ,Orthopedist,Hindu Mission Hospital
4094,Dr. R.Prem Sekar,,,GeneralPhysician,Kauvery Hospitals
4095,Dr. R.Ravi,31.0,MBBS MD - General Medicine DM - Neurology FAMS - Fellowship of the Academy Medicine ,PlasticSurgeon,St.Isabel's Hospital
4096,Dr. R.S Kamat,16.0,MBBS Diploma in Anesthesiology DGO ,Pathologist,St. Philomena's Hospital
4097,Dr. R.S. Dumbre,19.0,MBBS MD - Obstetrics & Gynaecology ,GeneralSurgeon,Ruby Hall Clinic
4098,Dr. R.S. Misra,53.0,MBBS Diploma in Dermatology ,"Dermatologist,Dermatosurgeon",Sir Ganga Ram Hospital
4099,Dr. R.S.Ravi Chandra,,,Anesthesiologist,Global Hospital
4100,Dr. R.Sreedhar Reddy,23.0,MBBS MD - General Medicine ,Orthopedist,Kamineni Hospitals
4101,Dr. R.Srinivas,8.0,MBBS DCH MD - Pediatrics ,Neurosurgeon,Hindu Mission Hospital
4102,Dr. R.Srivathsan,34.0,MBBS MS - General Surgery MCh - Plastic Surgery ,Urologist,St.Isabel's Hospital
4103,Dr. R.V Singh,20.0,Diploma in Otorhinolaryngology (DLO) MS - ENT MBBS ,Ophthalmologist/EyeSurgeon,Max Superspeciality Hospital
4104,Dr. R.V.Rao,,,GeneralSurgeon,BBR Super Speciality Hospital
4105,Dr. RAGHAVENDRA REDDY,17.0,MBBS MD - Microbiology ,,KIMS - Krishna Institute of Medical Sciences
4106,Dr. RAVI SHANKAR SWAMY,18.0,MBBS DNB ,Pediatrician,Manipal Hospital
4107,Dr. RAVIKIRAN CS,24.0,MBBS MD - Oncology ,PediatricSurgeon,Manipal Hospital
4108,Dr. RK Kapoor,1.0,MBBS MS - Orthopaedics FCPS - Mid. & Gynae Diploma - SICOT ,Orthopedist,Mata Chanan Devi Hospital
4109,Dr. RK Singh,10.0,MBBS DNB - General Surgery MRCS (UK) MCh - Surgical Oncology Fellowship in Minimal Access Surgery Certified Training in Thoracic Surgical Oncology ,GeneralPhysician,St Stephens Hospital
4110,Dr. RM.Sivasubramaniam,7.0,MBBS MS - General Surgery MCh - Urology ,Orthopedist,St.Isabel's Hospital
4111,Dr. ROHAN AUGUSTINE,9.0,MBBS MS - General Surgery Diploma in Advanced Laparoscopic surgery ,Nephrologist/RenalSpecialist,Manipal Hospital
4112,Dr. RS Chatterji,17.0,MBBS MS - General Surgery DNB - Urology/Genito - Urinary Surgery ,Pulmonologist,Fortis Hospital
4113,Dr. RVK.Reddy,,MBBS MS - General Surgery DNB (Cardiology) ,Orthopedist,Aditya Hospital
4114,Dr. Rabinder Nath Mehrotra,17.0,MBBS MS - General Surgery MCh - Surgical Oncology ,Endocrinologist,Apollo Hospitals
4115,Dr. Rachna Jagia,,MBBS DNB - General Medicine ,"Dermatologist,Dermatosurgeon,PediatricDermatologist",Venkateshwar Hospital
4116,Dr. Rachna Rohtagi,16.0,MBBS MD - Pediatrics ,Gynecologist,Fortis Hospital
4117,Dr. Rachna Singh,,,Dermatologist,MITR Hospitals
4118,Dr. Rachna Verma,17.0,MBBS MS - General Surgery MRCS (UK) MCh - Neuro Surgery ,Gynecologist,Fortis Hospital
4119,Dr. Rachna Vinaya Kumar,17.0,MBBS MD - Psychiatry ,Ophthalmologist/EyeSurgeon,Apollo Hospitals
4120,Dr. Radha Chamundeswar,9.0,MBBS MS - ENT ,"Gynecologist,Obstetrician",St. Philomena's Hospital
4121,Dr. Radha M,27.0,MBBS MD - Ophthalmology ,Gastroenterologist,Kamakshi Memorial Hospital
4122,Dr. Radha Shah,41.0,MBBS MD - Internal Medicine ,Dermatologist,Apollo Hospitals
4123,Dr. Radha Shankar,57.0,MBBS DVD Diploma in Dermatology ,Psychiatrist,Fortis Malar Hospital
4124,Dr. Radhakrishna Bhat,16.0,MS - General Surgery MBBS MCh - Urology/Genito-Urinary Surgery ,Dermatologist,Manipal Hospital
4125,Dr. Radhakrishna Hegde,17.0,MBBS ,Pediatrician,Apollo Hospital
4126,Dr. Radhakrishna V N,9.0,MBBS MS - ENT DNB - ENT FICS ,Orthopedist,People Tree Hospitals
4127,Dr. Radhakrishnan C N,8.0,MBBS ,GeneralSurgeon,Manipal Hospital
4128,Dr. Radhalakshmi,16.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,"Pediatrician,Neonatologist",Apollo Hospital
4128,Dr. Radhalakshmi,,,"Pediatrician,Neonatologist",Apollo Medical Center
4129,Dr. Radhi Malar,10.0,MBBS Diploma in Family Medicine (DFM) Fellowship in Diabetology ,Ophthalmologist/EyeSurgeon,Fortis Malar Hospital
4130,Dr. Radhiga G,31.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery ,Gynecologist/Obstetrician,St.Isabel's Hospital
4131,Dr. Radhika Chowdhary,33.0,MBBS MS - General Surgery MRCS (UK) DNB - Urology/Genito - Urinary Surgery ,"Pathologist,Pharmacist",KIMS - Krishna Institute of Medical Sciences
4132,Dr. Radhika Thappeta,7.0,MBBS FCCP PG in Diabetology ,InternalMedicine,Columbia Asia Hospital
4133,Dr. Radhika V Goel,,,"DentalSurgeon,Dentist,Endodontist",AMRI Hospital
4134,Dr. Raghava Dutt Mulukatla,19.0,MBBS Diploma in Anesthesiology ,"Orthopedist,SpineSurgeon",Apollo Hospitals
4135,Dr. Raghavan Deepak,5.0,BDS MDS ,"Urologist,GeneralPhysician",Apollo Hospital
4136,Dr. Raghavan Narasimhan,19.0,MBBS Diploma in Orthopaedics DNB - Orthopedics/Orthopedic Surgery Fellow in Spine Surgery ,Urologist,Apollo Hospital
4137,Dr. Raghavendra Chikkatur,16.0,MBBS MS - General Surgery MCh - Vascular Surgery ,CardiothoracicSurgeon,People Tree Hospitals
4138,Dr. Raghavendra M S,17.0,MBBS ,"Orthopedist,JointReplacementSurgeon",St. Philomena's Hospital
4139,Dr. Raghavendra R,,BAMS ,PainManagementSpecialist,Cytecare Cancer Hospitals
4140,Dr. Raghavendran R,,,Neurosurgeon,Prashanth Superspeciality Hospital
4141,Dr. Raghu C,,,Cardiologist,Aster Prime Hospitals
4142,Dr. Raghu J.,,MBBS MD - Internal Medicine ,InternalMedicine,Sakra World Hospital
4143,Dr. Raghu M P,,,ENT/Otorhinolaryngologist,Sagar Hospital DSI
4144,Dr. Raghu Ram,,,Oncologist,Alpha Hospital
4145,Dr. Raghunandan Tursekar,9.0,MBBS MD - Pediatrics ,Dermatologist,Fortis Hospital
4146,Dr. Raghunath,,,Pediatrician,Premier Hospital
4147,Dr. Raghunath C.N,,MBBS MD - Internal Medicine ,"Pediatrician,PaediatricIntensivist",Sagar Hospital
4148,Dr. Raghunath K J,25.0,MBBS MD - Pediatrics DNB - Nephrology ,GeneralSurgeon,Apollo Hospital
4149,Dr. Raghupathi Rao Nandanavanam,34.0,MBBS Diploma in Anesthesiology ,GeneralSurgeon,Apollo Hospitals
4150,Dr. Raghuram G,16.0,MRCP (UK) ,Neurosurgeon,Columbia Asia Hospital
4151,Dr. Raghuraman,,MBBS MD - Psychiatry ,Oncologist,Medwin Hospitals
4152,Dr. Raheemunnisa,,MBBS MS - General Surgery FRCS - General Surgery ,GeneralPhysician,Medwin Hospitals
4153,Dr. Rahul,,MBBS DNB - Paediatrics ,Orthopedist,Aditya Hospital
4154,Dr. Rahul Agarwal,,MBBS MS - ENT ,GeneralPhysician,MaxCure Hospitals
4155,Dr. Rahul Agrawal,,MBBS DGO DNB - Obstetrics & Gynecology Post Doctoral Fellowship in Reproductive Medicine ,GeneralPhysician,MaxCure Hospitals
4156,Dr. Rahul Chandhok,15.0,MBBS MD - Internal Medicine ,Psychiatrist,Fortis Escorts
4157,Dr. Rahul Chaudhari,11.0,MBBS MD - Medicine DM - Cardiology FSCAI ,SpineSurgeon,Ruby Hall Clinic
4158,Dr. Rahul Deshpande,27.0,MBBS DM - Cardiology ,Dentist,Deenanath Mangeshkar Hospital
4159,Dr. Rahul Dhope,7.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery ,GeneralPhysician,Noble Hospital
4160,Dr. Rahul Grover,14.0,MBBS MD - Dermatology ,Nephrologist/RenalSpecialist,Max Super Speciality Hospital
4161,Dr. Rahul Gupta,16.0,MS - Orthopaedics M.Ch - Orthopaedics MCh - Trauma and Orthopeadic Surgery DNB - Orthopedics/Orthopedic Surgery MNAMS - Orthopaedics MBBS ,Gastroenterologist,Fortis Escorts
4162,Dr. Rahul Jahagirdar,,MBBS MD - Radiotherapy ,,Sancheti Hospital
4163,Dr. Rahul Joshi,25.0,MBBS MS - General Surgery ,Homoeopath,Saifee Hospital
4164,Dr. Rahul K,,MBBS MS - General Surgery ,Orthopedist,Aditya Hospital
4165,Dr. Rahul Kakodkar,27.0,MBBS MD - Radiotherapy ,Gastroenterologist,Continental Hospitals
4166,Dr. Rahul Kallianpur,,MBBS DNB - Neurosurgery DNB - General Surgery ,"Pediatrician,Neonatologist",Aditya Birla Memorial Hospital
4167,Dr. Rahul Kaul,15.0,MBBS DNB - Paediatrics ,Orthopedist,Fortis Hospital
4168,Dr. Rahul Lath,12.0,BDS MDS - Paedodontics And Preventive Dentistry ,Neurosurgeon,Apollo Hospitals
4169,Dr. Rahul Mally,41.0,MBBS MS - ENT ,Neurologist,Bhatia  Hospital
4170,Dr. Rahul Mansing Kadam,,,Pediatrician,Lotus Hospital for Women and Childrens
4171,Dr. Rahul Nagpal,28.0,MBBS DNB - Neurosurgery Fellow in Streotactic and Functional Neurosurgery (Tokyo) ,Pediatrician,Fortis Hospital
4172,Dr. Rahul Naithani,21.0,MBBS Diplomate in Interventional Cardiology ,Oncologist,Max Superspeciality Hospital
4172,Dr. Rahul Naithani,21.0,MBBS MS - Orthopaedics ,Oncologist,Max Super Speciality Hospital
4173,Dr. Rahul Pandit,16.0,MBBS Diploma in Radiation Medicine DNB MNAMS - General Surgery ,Emergency&CriticalCare,Fortis Hospital
4174,Dr. Rahul Rahane Girdhar,,MBBS MD - Psychiatry ,Dentist,Sancheti Hospital
4175,Dr. Rahul Reddy,38.0,MBBS ,"Andrologist,Sexologist",Continental Hospitals
4175,Dr. Rahul Reddy,,MBBS MD - Internal Medicine MS - General Surgery ,GeneralPhysician,Medwin Hospitals
4176,Dr. Rahul Roy Chowdhury,,,Gynecologist,Amri Hospitals
4177,Dr. Rahul Shah,7.0,MBBS MD - Pediatrics DM - Oncology ,Orthopedist,Bhatia  Hospital
4178,Dr. Rahul Sharma,,,ENT/Otorhinolaryngologist,Maharaja Agrasen Hospital
4179,Dr. Rahul Shelke,,,GeneralSurgeon,Sanjeevan Hospital
4180,Dr. Rahul Upadhay,31.0,MBBS MD - Medicine DM - Gastroenterology ,Orthopedist,Blk Super Speciality Hospital
4181,Dr. Rahul Verma,22.0,MBBS MS - Orthopaedics ,Pediatrician,Bombay Hospital & Medical Research Centre
4182,Dr. Rahul Wakankar,17.0,MBBS MD - Dermatology DNB ,Pulmonologist,S L Raheja Fortis Hospital
4183,Dr. Rahul.N.S,,,VascularSurgeon,Sagar Hospital DSI
4183,Dr. Rahul.N.S,,,VascularSurgeon,Columbia Asia Hospital
4183,Dr. Rahul.N.S,,MBBS MD - Dermatology ,VascularSurgeon,Sagar Hospital
4184,Dr. Raimalwala A N,33.0,MBBS MD - Medicine ,"Obstetrician,Gynecologist",Masina Hospital 
4185,Dr. Raj B Singh,7.0,MBBS Diploma in Otorhinolaryngology (DLO) MS - ENT ,GeneralPhysician,Apollo Hospital
4186,Dr. Raj Chavan,29.0,MD - Obstetrics & Gynaecology MBBS ,Ear-Nose-Throat(ENT)Specialist,Noble Hospital
4187,Dr. Raj Gopal,,MBBS MS - General Surgery ,Urologist,Sri Sri Holistic Hospitals
4188,Dr. Raj Kiran,31.0,MBBS ,Rheumatologist,Care Hospitals
4188,Dr. Raj Kiran,,MBBS DNB - Plastic Surgery MCh - Burns & Plastic Surgery ,Rheumatologist,Star Hospitals
4189,Dr. Raj Kirit E.P.,,,Dermatologist,Pace Hospital
4189,Dr. Raj Kirit E.P.,,,Dermatologist,Pace Hospitals
4190,Dr. Raj Kumar,8.0,MBBS MS - Ophthalmology ,Pulmonologist,Max Super Speciality Hospital
4190,Dr. Raj Kumar,9.0,MBBS MS - General Surgery DNB - Urology/Genito - Urinary Surgery ,"Orthopedist,SpineSurgeon,JointReplacementSurgeon",Max Superspeciality Hospital
4191,Dr. Raj Kumar B,44.0,MBBS MS - General Surgery MCh - Neuro Surgery Fellowship in Interventional Neurosurgery (FINR) ,Radiologist,Continental Hospitals
4192,Dr. Raj Kumar Jain,15.0,MBBS MS - Orthopaedics ,GeneralSurgeon,Max Superspeciality Hospital
4193,Dr. Raj Kumar Kapoor,11.0,MBBS MD - General Medicine DNB - Nephrology ,Pathologist,Blk Super Speciality Hospital
4194,Dr. Raj Sharma,36.0,MBBS ,Audiologist,Max Super Speciality Hospital
4195,Dr. Raj Tobin,13.0,MBBS MS - Ophthalmology DNB MNAMS - Ophthalmology ,Anesthesiologist,Max Super Speciality Hospital
4196,Dr. Raj Vigna Venugopal,3.0,MBBS DNB ,"Gastroenterologist,GeneralPhysician",Manipal Hospital
4197,Dr. Raja Amarnath,,,Pulmonologist,Apollo Speciality Cancer Hospital
4198,Dr. Raja Joshi,24.0,MCh - Paediatric Surgery MBBS MS - General Surgery ,GeneralSurgeon,Sir Ganga Ram Hospital
4199,Dr. Raja M,,,"MedicalOncologist,GeneralPhysician",Apollo Speciality Cancer Hospital
4200,Dr. Raja M A,,,GeneralPhysician,Apollo Speciality Cancer Hospital
4201,Dr. Raja Mahesh,,,"Nephrologist/RenalSpecialist,GeneralPhysician",Apollo Speciality Cancer Hospital
4202,Dr. Raja Nag,,,Cardiologist,Apollo Gleneagles Hospitals
4203,Dr. Raja Ram Agrawal,,MBBS MCh - Cardio Thoracic Surgery MS - General Surgery ,Neurologist,Manipal Hospital
4204,Dr. Raja Selvarajan,11.0,MBBS ,"Diabetologist,GeneralPhysician",Columbia Asia Hospital
4205,Dr. Rajabhushanam Moparthi,8.0,MBBS MD - Obstetrics & Gynaecology ,Anesthesiologist,Apollo Hospitals
4206,Dr. Rajagopal V,16.0,MBBS ,Urologist,Apollo Hospitals
4207,Dr. Rajam Iyer,17.0,MBBS MNAMS - General Surgery Diploma in Orthopaedics DNB - Orthopedics/Orthopedic Surgery FAO ,Pulmonologist,Bhatia  Hospital
4208,Dr. Rajamaheswari,31.0,MBBS MS - Orthopaedics MRCS (UK) MRCS (UK) FRCS - General Surgery ,Gynecologist,St.Isabel's Hospital
4209,Dr. Rajan Doshi,14.0,MBBS MCh - Urology ,Pediatrician,Fortis Hospital
4210,Dr. Rajan GB,,,"PlasticSurgeon,HandSurgeon",Prashanth Superspeciality Hospital
4210,Dr. Rajan GB,,,"PlasticSurgeon,HandSurgeon",Apollo Speciality Cancer Hospital
4211,Dr. Rajan Madan,9.0,MBBS MD - Oncology ,GeneralSurgeon,Blk Super Speciality Hospital
4212,Dr. Rajan Santosham,7.0,MBBS MD - Pediatrics ,Thoracic(Chest)Surgeon,Apollo Hospital
4213,Dr. Rajan Unadkat,40.0,MBBS MD - Obstetrics & Gynaecology DGO FCPS - Mid. & Gynae ,Pediatrician,Bhatia  Hospital
4214,Dr. Rajani Kanth,6.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,Cardiologist,Global Hospital
4215,Dr. Rajanna Sreedhara,,,GeneralPhysician,Fortis Hospital
4216,Dr. Rajarajan Venkatesan,15.0,MBBS MS - General Surgery MCh - Plastic Surgery ,CardiacSurgeon,Global Hospital
4217,Dr. Rajaram K.G,,MBBS ,Orthopedist,Sagar Hospital
4218,Dr. Rajaraman,,,"SurgicalOncologist,GeneralPhysician",Apollo Speciality Cancer Hospital
4219,Dr. Rajasekar B,21.0,MBBS MRCP (UK) FRCP - Rheumatology CCT - Rheumatology ,Rheumatologist,Apollo Hospital
4220,Dr. Rajasekara Chakravarthi Madarasu,,MBBS MNAMS - General Surgery DCH ,Nephrologist/RenalSpecialist,Star Hospitals
4221,Dr. Rajasekhar Reddy,41.0,MDS - Oral & Maxillofacial Surgery BDS ,Anesthesiologist,Apollo Hospitals
4222,Dr. Rajasekhar Reddy K,21.0,MBBS MD - General Medicine ,Neurosurgeon,Continental Hospitals
4223,Dr. Rajashekar Reddi,12.0,MBBS MD - Internal Medicine ,,Max Super Speciality Hospital
4224,Dr. Rajashekar Reddy,,,LaparoscopicSurgeon,Shalivahana Multi Speciality Hospital
4225,Dr. Rajashekara Reddy,11.0,BDS ,CardiothoracicSurgeon,Mallige Medical Centre
4226,Dr. Rajasri S,,"BDS Membership of the Faculty of Dental Surgeons(MFDS) Fellowship in Faculty of Dentistry of the Royal College of Surgeons of Ireland [(FFDRCS) (Ire.)], Ireland ","Gynecologist,Obstetrician",Cloudnine Hospital
